id,value
Guajará (AM),0
Humaitá (AM),0
Ipixuna (AM),0
Iranduba (AM),0
Itacoatiara (AM),12
Itamarati (AM),0
Itapiranga (AM),0
Japurá (AM),0
Juruá (AM),0
Jutaí (AM),0
Lábrea (AM),0
Manacapuru (AM),0
Manaquiri (AM),0
Manaus (AM),36290
Manicoré (AM),0
Maraã (AM),0
Maués (AM),0
Nhamundá (AM),0
Nova Olinda do Norte (AM),0
Novo Airão (AM),0
Novo Aripuanã (AM),0
Parintins (AM),0
Pauini (AM),0
Presidente Figueiredo (AM),0
Rio Preto da Eva (AM),0
Santa Isabel do Rio Negro (AM),0
Santo Antônio do Içá (AM),0
São Gabriel da Cachoeira (AM),0
São Paulo de Olivença (AM),0
São Sebastião do Uatumã (AM),0
Silves (AM),0
Tabatinga (AM),0
Tapauá (AM),0
Tefé (AM),904
Tonantins (AM),0
Uarini (AM),0
Urucará (AM),0
Urucurituba (AM),0
Alta Floresta D'Oeste (RO),0
Ariquemes (RO),32
Cabixi (RO),0
Cacoal (RO),1
Cerejeiras (RO),0
Colorado do Oeste (RO),5
Corumbiara (RO),0
Costa Marques (RO),0
Espigão D'Oeste (RO),0
Guajará-Mirim (RO),0
Jaru (RO),0
Ji-Paraná (RO),81
Machadinho D'Oeste (RO),67
Nova Brasilândia D'Oeste (RO),0
Ouro Preto do Oeste (RO),0
Pimenta Bueno (RO),0
Porto Velho (RO),9415
Presidente Médici (RO),0
Rio Crespo (RO),0
Rolim de Moura (RO),0
Santa Luzia D'Oeste (RO),0
Vilhena (RO),0
São Miguel do Guaporé (RO),0
Nova Mamoré (RO),0
Alvorada D'Oeste (RO),0
Alto Alegre dos Parecis (RO),0
Alto Paraíso (RO),0
Buritis (RO),0
Novo Horizonte do Oeste (RO),0
Cacaulândia (RO),0
Campo Novo de Rondônia (RO),0
Candeias do Jamari (RO),0
Castanheiras (RO),0
Chupinguaia (RO),0
Cujubim (RO),0
Governador Jorge Teixeira (RO),0
Itapuã do Oeste (RO),0
Ministro Andreazza (RO),0
Mirante da Serra (RO),0
Monte Negro (RO),5
Nova União (RO),0
Parecis (RO),0
Pimenteiras do Oeste (RO),0
Primavera de Rondônia (RO),0
São Felipe D'Oeste (RO),0
São Francisco do Guaporé (RO),0
Seringueiras (RO),0
Teixeirópolis (RO),0
Theobroma (RO),0
Urupá (RO),0
Vale do Anari (RO),0
Vale do Paraíso (RO),0
